bill_id,bill_number,title,date,event
1933832,HB1099,Making An Emergency Appropriation To The Department Of Human Services.,2025-03-21,Committee Report Pass
1933832,HB1099,Making An Emergency Appropriation To The Department Of Human Services.,2025-03-21,Committee Referral
1933832,HB1099,Making An Emergency Appropriation To The Department Of Human Services.,2025-04-02,Committee Report Pass
1933832,HB1099,Making An Emergency Appropriation To The Department Of Human Services.,2025-04-24,Committee Report Pass
1933832,HB1099,Making An Emergency Appropriation To The Department Of Human Services.,2025-04-24,Committee Report Pass
1933832,HB1099,Making An Emergency Appropriation To The Department Of Human Services.,2025-05-01,Enrolled
1933832,HB1099,Making An Emergency Appropriation To The Department Of Human Services.,2025-05-14,Chapter/Act/Statute
1933832,HB1099,Making An Emergency Appropriation To The Department Of Human Services.,2025-05-14,Passed
1909956,HB11,Relating To Health Care.,2025-01-16,Introduced
1909956,HB11,Relating To Health Care.,2025-01-21,Committee Referral
1917667,HB110,Relating To Local Agricultural Products.,2025-01-16,Introduced
1917667,HB110,Relating To Local Agricultural Products.,2025-01-21,Committee Referral
1917667,HB110,Relating To Local Agricultural Products.,2025-02-03,Committee Report Pass
1917667,HB110,Relating To Local Agricultural Products.,2025-02-03,Committee Referral
1917667,HB110,Relating To Local Agricultural Products.,2025-02-11,Committee Report Pass
1917667,HB110,Relating To Local Agricultural Products.,2025-02-11,Committee Referral
1917667,HB110,Relating To Local Agricultural Products.,2025-02-28,Committee Report Pass
1917667,HB110,Relating To Local Agricultural Products.,2025-03-04,Engrossed
1917667,HB110,Relating To Local Agricultural Products.,2025-03-06,Committee Referral
1917667,HB110,Relating To Local Agricultural Products.,2025-03-20,Committee Report Pass
1917667,HB110,Relating To Local Agricultural Products.,2025-03-20,Committee Referral
1917667,HB110,Relating To Local Agricultural Products.,2025-04-04,Committee Report Pass
1917667,HB110,Relating To Local Agricultural Products.,2025-04-25,Enrolled
1917667,HB110,Relating To Local Agricultural Products.,2025-05-30,Chapter/Act/Statute
1917667,HB110,Relating To Local Agricultural Products.,2025-05-30,Passed
1933729,HB1100,"Relating To Act 253, Session Laws Of Hawaii 2023.",2025-01-23,Introduced
1933729,HB1100,"Relating To Act 253, Session Laws Of Hawaii 2023.",2025-01-23,Committee Referral
1933729,HB1100,"Relating To Act 253, Session Laws Of Hawaii 2023.",2025-02-12,Committee Report Pass
1933729,HB1100,"Relating To Act 253, Session Laws Of Hawaii 2023.",2025-02-12,Committee Referral
1933593,HB1101,Relating To Safe Spaces For Youth Program.,2025-01-23,Introduced
1933593,HB1101,Relating To Safe Spaces For Youth Program.,2025-01-23,Committee Referral
1933395,HB1102,Relating To Medical Records.,2025-01-23,Introduced
1933395,HB1102,Relating To Medical Records.,2025-01-23,Committee Referral
1933527,HB1103,Relating To Non-general Funds Of The Department Of Health.,2025-01-23,Introduced
1933527,HB1103,Relating To Non-general Funds Of The Department Of Health.,2025-01-23,Committee Referral
1933737,HB1104,"Relating To Amending Section 323d-54, Hawaii Revised Statutes, To Exempt The Department Of Health From Certificate Of Need Requirements.",2025-01-23,Introduced
1933737,HB1104,"Relating To Amending Section 323d-54, Hawaii Revised Statutes, To Exempt The Department Of Health From Certificate Of Need Requirements.",2025-01-23,Committee Referral
1933496,HB1105,Relating To Credentialing Of Health Care Providers.,2025-01-23,Introduced
1933496,HB1105,Relating To Credentialing Of Health Care Providers.,2025-01-23,Committee Referral
1933385,HB1106,Relating To The State Emergency Medical Services Advisory Committee.,2025-01-23,Introduced
1933385,HB1106,Relating To The State Emergency Medical Services Advisory Committee.,2025-01-23,Committee Referral
1933808,HB1107,Relating To Emergency Aeromedical Services.,2025-01-23,Introduced
1933808,HB1107,Relating To Emergency Aeromedical Services.,2025-01-23,Committee Referral
1933520,HB1108,Relating To Manufactured Hemp Products.,2025-01-23,Introduced
1933520,HB1108,Relating To Manufactured Hemp Products.,2025-01-23,Committee Referral
1933752,HB1109,Relating To Manufactured Hemp Products.,2025-01-23,Introduced
1933752,HB1109,Relating To Manufactured Hemp Products.,2025-01-23,Committee Referral
1933752,HB1109,Relating To Manufactured Hemp Products.,2025-02-12,Committee Report Pass
1933752,HB1109,Relating To Manufactured Hemp Products.,2025-02-12,Committee Referral
1917698,HB111,Relating To Sex Trafficking.,2025-01-16,Introduced
1917698,HB111,Relating To Sex Trafficking.,2025-01-21,Committee Referral
1917698,HB111,Relating To Sex Trafficking.,2025-02-27,Committee Report Pass
1917698,HB111,Relating To Sex Trafficking.,2025-02-28,Engrossed
1917698,HB111,Relating To Sex Trafficking.,2025-03-04,Committee Referral
1917698,HB111,Relating To Sex Trafficking.,2025-04-03,Committee Report Pass
1917698,HB111,Relating To Sex Trafficking.,2025-04-04,Enrolled
1917698,HB111,Relating To Sex Trafficking.,2025-04-23,Chapter/Act/Statute
1917698,HB111,Relating To Sex Trafficking.,2025-04-23,Passed
1933434,HB1110,Relating To Medical Cannabis.,2025-01-23,Introduced
1933434,HB1110,Relating To Medical Cannabis.,2025-01-23,Committee Referral
1933511,HB1111,Relating To Registration To Sell Manufactured Hemp Products.,2025-01-23,Introduced
1933511,HB1111,Relating To Registration To Sell Manufactured Hemp Products.,2025-01-23,Committee Referral
1933457,HB1112,Relating To Viral Hepatitis.,2025-01-23,Introduced
1933457,HB1112,Relating To Viral Hepatitis.,2025-01-23,Committee Referral
1933457,HB1112,Relating To Viral Hepatitis.,2025-02-12,Committee Report Pass
1933457,HB1112,Relating To Viral Hepatitis.,2025-02-12,Committee Referral
1933693,HB1113,"Relating To Changes To Responsibilities Of The Department Of Health Concerning Patients, The County Of Kalawao, And The Kalaupapa Settlement.",2025-01-23,Introduced
1933693,HB1113,"Relating To Changes To Responsibilities Of The Department Of Health Concerning Patients, The County Of Kalawao, And The Kalaupapa Settlement.",2025-01-23,Committee Referral
1933438,HB1114,Relating To Harm Reduction.,2025-01-23,Introduced
1933438,HB1114,Relating To Harm Reduction.,2025-01-23,Committee Referral
1933405,HB1115,Relating To Universal Immunization Funding Program.,2025-01-23,Introduced
1933405,HB1115,Relating To Universal Immunization Funding Program.,2025-01-23,Committee Referral
1933405,HB1115,Relating To Universal Immunization Funding Program.,2025-02-12,Committee Report Pass
1933405,HB1115,Relating To Universal Immunization Funding Program.,2025-02-12,Committee Referral
1933552,HB1116,Relating To Health.,2025-01-23,Introduced
1933552,HB1116,Relating To Health.,2025-01-23,Committee Referral
1933833,HB1117,Relating To Health.,2025-01-23,Introduced
1933833,HB1117,Relating To Health.,2025-01-23,Committee Referral
1933568,HB1118,Relating To Non-medical Exemptions To Immunization Requirements.,2025-01-23,Introduced
1933568,HB1118,Relating To Non-medical Exemptions To Immunization Requirements.,2025-01-23,Committee Referral
1933568,HB1118,Relating To Non-medical Exemptions To Immunization Requirements.,2025-02-12,Committee Report Pass
1933568,HB1118,Relating To Non-medical Exemptions To Immunization Requirements.,2025-02-12,Committee Referral
1933568,HB1118,Relating To Non-medical Exemptions To Immunization Requirements.,2025-02-28,Committee Report Pass
1933823,HB1119,Relating To Home Care Agencies.,2025-01-23,Introduced
1933823,HB1119,Relating To Home Care Agencies.,2025-01-23,Committee Referral
1918043,HB112,Relating To The Department Of Health.,2025-01-16,Introduced
1918043,HB112,Relating To The Department Of Health.,2025-01-21,Committee Referral
1933776,HB1120,Relating To Nuisances.,2025-01-23,Introduced
1933776,HB1120,Relating To Nuisances.,2025-01-23,Committee Referral
1933776,HB1120,Relating To Nuisances.,2025-02-12,Committee Report Pass
1933776,HB1120,Relating To Nuisances.,2025-02-12,Committee Referral
1933776,HB1120,Relating To Nuisances.,2025-02-28,Committee Report Pass
1933776,HB1120,Relating To Nuisances.,2025-03-04,Engrossed
1933776,HB1120,Relating To Nuisances.,2025-03-06,Committee Referral
1933776,HB1120,Relating To Nuisances.,2025-03-21,Committee Report Pass
1933776,HB1120,Relating To Nuisances.,2025-03-21,Committee Referral
1933776,HB1120,Relating To Nuisances.,2025-04-03,Committee Report Pass
1933776,HB1120,Relating To Nuisances.,2025-04-22,Enrolled
1933776,HB1120,Relating To Nuisances.,2025-05-19,Chapter/Act/Statute
1933776,HB1120,Relating To Nuisances.,2025-05-19,Passed
1933622,HB1121,Relating To Exemptions From Civil Service For Certain Positions In The Department Of Health.,2025-01-23,Introduced
1933622,HB1121,Relating To Exemptions From Civil Service For Certain Positions In The Department Of Health.,2025-01-23,Committee Referral
1933822,HB1122,Relating To The Transition Of The Oahu Regional Health Care System From The Hawaii Health Systems Corporation Into The Department Of Health.,2025-01-23,Introduced
1933822,HB1122,Relating To The Transition Of The Oahu Regional Health Care System From The Hawaii Health Systems Corporation Into The Department Of Health.,2025-01-23,Committee Referral
1933482,HB1123,Relating To Mental Health Services For Children And Adolescents.,2025-01-23,Introduced
1933482,HB1123,Relating To Mental Health Services For Children And Adolescents.,2025-01-23,Committee Referral
1933740,HB1124,Relating To The Department Of Health.,2025-01-23,Introduced
1933740,HB1124,Relating To The Department Of Health.,2025-01-23,Committee Referral
1933611,HB1125,Relating To The General Excise Tax.,2025-01-23,Introduced
1933611,HB1125,Relating To The General Excise Tax.,2025-01-23,Committee Referral
1933750,HB1126,Relating To Youth Mental Health.,2025-01-23,Introduced
1933750,HB1126,Relating To Youth Mental Health.,2025-01-23,Committee Referral
1933773,HB1127,Relating To Parking For Disabled Persons.,2025-01-23,Introduced
1933773,HB1127,Relating To Parking For Disabled Persons.,2025-01-23,Committee Referral
1933830,HB1128,Relating To Administrative Orders.,2025-01-23,Introduced
1933830,HB1128,Relating To Administrative Orders.,2025-01-23,Committee Referral
1933705,HB1129,Making An Emergency Appropriation To The Department Of Health For Construction Defect Remediation At The Hawaii State Hospital.,2025-01-23,Introduced
1933705,HB1129,Making An Emergency Appropriation To The Department Of Health For Construction Defect Remediation At The Hawaii State Hospital.,2025-01-23,Committee Referral
1918092,HB113,Relating To Fire Prevention.,2025-01-16,Introduced
1918092,HB113,Relating To Fire Prevention.,2025-01-21,Committee Referral
1918092,HB113,Relating To Fire Prevention.,2025-02-03,Committee Report Pass
1918092,HB113,Relating To Fire Prevention.,2025-02-03,Committee Referral
1933736,HB1130,Relating To Prior Authorization Of Health Care Services.,2025-01-23,Introduced
1933736,HB1130,Relating To Prior Authorization Of Health Care Services.,2025-01-23,Committee Referral
1933561,HB1131,Relating To An Intensive Mobile Team Pilot Program For Houseless Individuals Suffering From Serious Brain Disorders.,2025-01-23,Introduced
1933561,HB1131,Relating To An Intensive Mobile Team Pilot Program For Houseless Individuals Suffering From Serious Brain Disorders.,2025-01-23,Committee Referral
1933561,HB1131,Relating To An Intensive Mobile Team Pilot Program For Houseless Individuals Suffering From Serious Brain Disorders.,2025-02-05,Committee Report Pass
1933561,HB1131,Relating To An Intensive Mobile Team Pilot Program For Houseless Individuals Suffering From Serious Brain Disorders.,2025-02-05,Committee Referral
1933803,HB1132,Relating To Critical Infrastructure.,2025-01-23,Introduced
1933803,HB1132,Relating To Critical Infrastructure.,2025-01-23,Committee Referral
1933803,HB1132,Relating To Critical Infrastructure.,2025-02-04,Committee Report Pass
1933803,HB1132,Relating To Critical Infrastructure.,2025-02-04,Committee Referral
1933803,HB1132,Relating To Critical Infrastructure.,2025-02-04,Committee Referral
1933664,HB1133,Relating To The Uniform Controlled Substance Act.,2025-01-23,Introduced
1933664,HB1133,Relating To The Uniform Controlled Substance Act.,2025-01-23,Committee Referral
1933815,HB1134,Relating To Government.,2025-01-23,Introduced
1933815,HB1134,Relating To Government.,2025-01-23,Committee Referral
1933458,HB1135,Relating To The Wage And Hour Law.,2025-01-23,Introduced
1933458,HB1135,Relating To The Wage And Hour Law.,2025-01-23,Committee Referral
1933487,HB1136,Relating To Hawaii Retirement Savings Act.,2025-01-23,Introduced
1933487,HB1136,Relating To Hawaii Retirement Savings Act.,2025-01-23,Committee Referral
1933615,HB1137,Relating To Restoration Of Beach Lands.,2025-01-23,Introduced
1933615,HB1137,Relating To Restoration Of Beach Lands.,2025-01-23,Committee Referral
1933615,HB1137,Relating To Restoration Of Beach Lands.,2025-02-10,Committee Report Pass
1933615,HB1137,Relating To Restoration Of Beach Lands.,2025-02-10,Committee Referral
1933615,HB1137,Relating To Restoration Of Beach Lands.,2025-02-28,Committee Report Pass
1933615,HB1137,Relating To Restoration Of Beach Lands.,2025-03-04,Engrossed
1933615,HB1137,Relating To Restoration Of Beach Lands.,2025-03-06,Committee Referral
1933615,HB1137,Relating To Restoration Of Beach Lands.,2025-03-21,Committee Report Pass
1933615,HB1137,Relating To Restoration Of Beach Lands.,2025-03-21,Committee Referral
1933615,HB1137,Relating To Restoration Of Beach Lands.,2025-04-04,Committee Report Pass
1933615,HB1137,Relating To Restoration Of Beach Lands.,2025-04-14,Committee Referral
1933615,HB1137,Relating To Restoration Of Beach Lands.,2025-04-24,Committee Report Pass
1933615,HB1137,Relating To Restoration Of Beach Lands.,2025-04-24,Committee Report Pass
1933615,HB1137,Relating To Restoration Of Beach Lands.,2025-05-01,Enrolled
1933615,HB1137,Relating To Restoration Of Beach Lands.,2025-05-27,Chapter/Act/Statute
1933615,HB1137,Relating To Restoration Of Beach Lands.,2025-05-27,Passed
1933724,HB1138,Relating To Ocean User Safety.,2025-01-23,Introduced
1933724,HB1138,Relating To Ocean User Safety.,2025-01-23,Committee Referral
1933724,HB1138,Relating To Ocean User Safety.,2025-02-13,Committee Report Pass
1933724,HB1138,Relating To Ocean User Safety.,2025-02-13,Committee Referral
1933788,HB1139,Relating To Environmental Stewardship Fees.,2025-01-23,Introduced
1933788,HB1139,Relating To Environmental Stewardship Fees.,2025-01-23,Committee Referral
1918436,HB114,Relating To The Judiciary.,2025-01-16,Introduced
1918436,HB114,Relating To The Judiciary.,2025-01-21,Committee Referral
1918436,HB114,Relating To The Judiciary.,2025-02-10,Committee Report Pass
1918436,HB114,Relating To The Judiciary.,2025-02-10,Committee Referral
1933765,HB1140,Relating To Homeless Encampments On Department Of Land And Natural Resources Lands.,2025-01-23,Introduced
1933765,HB1140,Relating To Homeless Encampments On Department Of Land And Natural Resources Lands.,2025-01-23,Committee Referral
1933765,HB1140,Relating To Homeless Encampments On Department Of Land And Natural Resources Lands.,2025-02-04,Committee Report Pass
1933765,HB1140,Relating To Homeless Encampments On Department Of Land And Natural Resources Lands.,2025-02-04,Committee Referral
1933394,HB1141,"Relating To Updating Public Land Leases Issued Pursuant To Chapter 171, Hawaii Revised Statutes.",2025-01-23,Introduced
1933394,HB1141,"Relating To Updating Public Land Leases Issued Pursuant To Chapter 171, Hawaii Revised Statutes.",2025-01-23,Committee Referral
1933394,HB1141,"Relating To Updating Public Land Leases Issued Pursuant To Chapter 171, Hawaii Revised Statutes.",2025-02-11,Committee Report Pass
1933394,HB1141,"Relating To Updating Public Land Leases Issued Pursuant To Chapter 171, Hawaii Revised Statutes.",2025-02-11,Committee Referral
1933394,HB1141,"Relating To Updating Public Land Leases Issued Pursuant To Chapter 171, Hawaii Revised Statutes.",2025-02-28,Committee Report Pass
1933394,HB1141,"Relating To Updating Public Land Leases Issued Pursuant To Chapter 171, Hawaii Revised Statutes.",2025-03-04,Engrossed
1933394,HB1141,"Relating To Updating Public Land Leases Issued Pursuant To Chapter 171, Hawaii Revised Statutes.",2025-03-06,Committee Referral
1933394,HB1141,"Relating To Updating Public Land Leases Issued Pursuant To Chapter 171, Hawaii Revised Statutes.",2025-03-12,Committee Referral
1933394,HB1141,"Relating To Updating Public Land Leases Issued Pursuant To Chapter 171, Hawaii Revised Statutes.",2025-03-21,Committee Report Pass
1933394,HB1141,"Relating To Updating Public Land Leases Issued Pursuant To Chapter 171, Hawaii Revised Statutes.",2025-03-21,Committee Referral
1933394,HB1141,"Relating To Updating Public Land Leases Issued Pursuant To Chapter 171, Hawaii Revised Statutes.",2025-04-04,Committee Report Pass
1933455,HB1142,Relating To State Water Code Penalties.,2025-01-23,Introduced
1933455,HB1142,Relating To State Water Code Penalties.,2025-01-23,Committee Referral
1933791,HB1143,Relating To A State Historic Preservation Income Tax Credit.,2025-01-23,Introduced
1933791,HB1143,Relating To A State Historic Preservation Income Tax Credit.,2025-01-23,Committee Referral
1933791,HB1143,Relating To A State Historic Preservation Income Tax Credit.,2025-02-11,Committee Report Pass
1933791,HB1143,Relating To A State Historic Preservation Income Tax Credit.,2025-02-11,Committee Referral
1933775,HB1144,Relating To Employment In The State Historic Preservation Program.,2025-01-23,Introduced
1933775,HB1144,Relating To Employment In The State Historic Preservation Program.,2025-01-23,Committee Referral
1933775,HB1144,Relating To Employment In The State Historic Preservation Program.,2025-01-30,Committee Report Pass
1933775,HB1144,Relating To Employment In The State Historic Preservation Program.,2025-01-30,Committee Referral
1933775,HB1144,Relating To Employment In The State Historic Preservation Program.,2025-02-14,Committee Report Pass
1933775,HB1144,Relating To Employment In The State Historic Preservation Program.,2025-02-14,Committee Referral
1933775,HB1144,Relating To Employment In The State Historic Preservation Program.,2025-02-28,Committee Report Pass
1933775,HB1144,Relating To Employment In The State Historic Preservation Program.,2025-02-28,Engrossed
1933775,HB1144,Relating To Employment In The State Historic Preservation Program.,2025-03-04,Committee Referral
1933489,HB1145,Relating To Conformity To The Internal Revenue Code.,2025-01-23,Introduced
1933489,HB1145,Relating To Conformity To The Internal Revenue Code.,2025-01-23,Committee Referral
1933489,HB1145,Relating To Conformity To The Internal Revenue Code.,2025-02-28,Committee Report Pass
1933489,HB1145,Relating To Conformity To The Internal Revenue Code.,2025-03-04,Engrossed
1933489,HB1145,Relating To Conformity To The Internal Revenue Code.,2025-03-06,Committee Referral
1933489,HB1145,Relating To Conformity To The Internal Revenue Code.,2025-04-03,Committee Report Pass
1933707,HB1146,Relating To Pass-through Entity Taxation.,2025-01-23,Introduced
1933707,HB1146,Relating To Pass-through Entity Taxation.,2025-01-23,Committee Referral
1933707,HB1146,Relating To Pass-through Entity Taxation.,2025-02-28,Committee Report Pass
1933707,HB1146,Relating To Pass-through Entity Taxation.,2025-03-04,Engrossed
1933707,HB1146,Relating To Pass-through Entity Taxation.,2025-03-06,Committee Referral
1933707,HB1146,Relating To Pass-through Entity Taxation.,2025-04-03,Committee Report Pass
1933707,HB1146,Relating To Pass-through Entity Taxation.,2025-04-25,Enrolled
1933707,HB1146,Relating To Pass-through Entity Taxation.,2025-05-15,Chapter/Act/Statute
1933707,HB1146,Relating To Pass-through Entity Taxation.,2025-05-15,Passed
1933413,HB1147,Relating To The Earned Income Tax Credit.,2025-01-23,Introduced
1933413,HB1147,Relating To The Earned Income Tax Credit.,2025-01-23,Committee Referral
1933413,HB1147,Relating To The Earned Income Tax Credit.,2025-02-28,Committee Report Pass
1933413,HB1147,Relating To The Earned Income Tax Credit.,2025-03-04,Engrossed
1933413,HB1147,Relating To The Earned Income Tax Credit.,2025-03-06,Committee Referral
1933595,HB1148,Relating To Tax Appeals.,2025-01-23,Introduced
1933595,HB1148,Relating To Tax Appeals.,2025-01-23,Committee Referral
1933632,HB1149,Relating To General Excise Tax Exemptions.,2025-01-23,Introduced
1933632,HB1149,Relating To General Excise Tax Exemptions.,2025-01-23,Committee Referral
1933632,HB1149,Relating To General Excise Tax Exemptions.,2025-02-28,Committee Report Pass
1933632,HB1149,Relating To General Excise Tax Exemptions.,2025-03-04,Engrossed
1933632,HB1149,Relating To General Excise Tax Exemptions.,2025-03-06,Committee Referral
1917716,HB115,Relating To Driving Under The Influence.,2025-01-16,Introduced
1917716,HB115,Relating To Driving Under The Influence.,2025-01-21,Committee Referral
1933685,HB1150,Relating To Tax Collections.,2025-01-23,Introduced
1933685,HB1150,Relating To Tax Collections.,2025-01-23,Committee Referral
1933685,HB1150,Relating To Tax Collections.,2025-02-14,Committee Report Pass
1933685,HB1150,Relating To Tax Collections.,2025-02-14,Committee Referral
1933819,HB1151,Relating To Income Tax Withholding.,2025-01-23,Introduced
1933819,HB1151,Relating To Income Tax Withholding.,2025-01-23,Committee Referral
1933507,HB1152,Relating To Tax Administration.,2025-01-23,Introduced
1933507,HB1152,Relating To Tax Administration.,2025-01-23,Committee Referral
1933507,HB1152,Relating To Tax Administration.,2025-02-13,Committee Report Pass
1933507,HB1152,Relating To Tax Administration.,2025-02-13,Committee Referral
1933507,HB1152,Relating To Tax Administration.,2025-02-28,Committee Report Pass
1933507,HB1152,Relating To Tax Administration.,2025-02-28,Engrossed
1933507,HB1152,Relating To Tax Administration.,2025-03-04,Committee Referral
1933507,HB1152,Relating To Tax Administration.,2025-03-18,Committee Report Pass
1933507,HB1152,Relating To Tax Administration.,2025-03-18,Committee Referral
1933507,HB1152,Relating To Tax Administration.,2025-04-04,Committee Report Pass
1933507,HB1152,Relating To Tax Administration.,2025-04-22,Enrolled
1933507,HB1152,Relating To Tax Administration.,2025-05-15,Chapter/Act/Statute
1933507,HB1152,Relating To Tax Administration.,2025-05-15,Passed
1933695,HB1153,Relating To Funding Adjustments For State Programs.,2025-01-23,Introduced
1933695,HB1153,Relating To Funding Adjustments For State Programs.,2025-01-23,Committee Referral
1933695,HB1153,Relating To Funding Adjustments For State Programs.,2025-02-28,Committee Report Pass
1933695,HB1153,Relating To Funding Adjustments For State Programs.,2025-03-04,Engrossed
1933695,HB1153,Relating To Funding Adjustments For State Programs.,2025-03-06,Committee Referral
1933695,HB1153,Relating To Funding Adjustments For State Programs.,2025-03-21,Committee Report Pass
1933695,HB1153,Relating To Funding Adjustments For State Programs.,2025-03-21,Committee Referral
1933695,HB1153,Relating To Funding Adjustments For State Programs.,2025-04-04,Committee Report Pass
1933695,HB1153,Relating To Funding Adjustments For State Programs.,2025-04-25,Committee Report Pass
1933695,HB1153,Relating To Funding Adjustments For State Programs.,2025-04-25,Committee Report Pass
1933695,HB1153,Relating To Funding Adjustments For State Programs.,2025-05-01,Enrolled
1933695,HB1153,Relating To Funding Adjustments For State Programs.,2025-05-14,Chapter/Act/Statute
1933695,HB1153,Relating To Funding Adjustments For State Programs.,2025-05-14,Passed
1933467,HB1154,Relating To Central Services Assessment.,2025-01-23,Introduced
1933467,HB1154,Relating To Central Services Assessment.,2025-01-23,Committee Referral
1933467,HB1154,Relating To Central Services Assessment.,2025-02-13,Committee Report Pass
1933467,HB1154,Relating To Central Services Assessment.,2025-02-13,Committee Referral
1933715,HB1155,Relating To Procurement.,2025-01-23,Introduced
1933715,HB1155,Relating To Procurement.,2025-01-23,Committee Referral
1933715,HB1155,Relating To Procurement.,2025-02-28,Committee Report Pass
1933715,HB1155,Relating To Procurement.,2025-03-04,Engrossed
1933715,HB1155,Relating To Procurement.,2025-03-06,Committee Referral
1933715,HB1155,Relating To Procurement.,2025-03-17,Committee Referral
1933715,HB1155,Relating To Procurement.,2025-04-03,Committee Report Pass
1933623,HB1156,Relating To Special Facility Revenue Bonds.,2025-01-23,Introduced
1933623,HB1156,Relating To Special Facility Revenue Bonds.,2025-01-23,Committee Referral
1933623,HB1156,Relating To Special Facility Revenue Bonds.,2025-02-11,Committee Report Pass
1933623,HB1156,Relating To Special Facility Revenue Bonds.,2025-02-11,Committee Referral
1933623,HB1156,Relating To Special Facility Revenue Bonds.,2025-02-28,Committee Report Pass
1933623,HB1156,Relating To Special Facility Revenue Bonds.,2025-02-28,Engrossed
1933623,HB1156,Relating To Special Facility Revenue Bonds.,2025-03-04,Committee Referral
1933623,HB1156,Relating To Special Facility Revenue Bonds.,2025-03-21,Committee Report Pass
1933623,HB1156,Relating To Special Facility Revenue Bonds.,2025-03-21,Committee Referral
1933623,HB1156,Relating To Special Facility Revenue Bonds.,2025-04-04,Committee Report Pass
1933623,HB1156,Relating To Special Facility Revenue Bonds.,2025-04-25,Committee Report Pass
1933623,HB1156,Relating To Special Facility Revenue Bonds.,2025-04-25,Committee Report Pass
1933623,HB1156,Relating To Special Facility Revenue Bonds.,2025-05-01,Enrolled
1933623,HB1156,Relating To Special Facility Revenue Bonds.,2025-05-19,Chapter/Act/Statute
1933623,HB1156,Relating To Special Facility Revenue Bonds.,2025-05-19,Passed
1933733,HB1157,Relating To Capital Advancement Contracts.,2025-01-23,Introduced
1933733,HB1157,Relating To Capital Advancement Contracts.,2025-01-23,Committee Referral
1933759,HB1158,Relating To Firefighting At Commercial Harbors.,2025-01-23,Introduced
1933759,HB1158,Relating To Firefighting At Commercial Harbors.,2025-01-23,Committee Referral
1933759,HB1158,Relating To Firefighting At Commercial Harbors.,2025-02-04,Committee Report Pass
1933759,HB1158,Relating To Firefighting At Commercial Harbors.,2025-02-04,Committee Referral
1933759,HB1158,Relating To Firefighting At Commercial Harbors.,2025-02-12,Committee Report Pass
1933759,HB1158,Relating To Firefighting At Commercial Harbors.,2025-02-12,Committee Referral
1933759,HB1158,Relating To Firefighting At Commercial Harbors.,2025-02-28,Committee Report Pass
1933759,HB1158,Relating To Firefighting At Commercial Harbors.,2025-03-04,Engrossed
1933759,HB1158,Relating To Firefighting At Commercial Harbors.,2025-03-06,Committee Referral
1933726,HB1159,Relating To Commercial Harbors.,2025-01-23,Introduced
1933726,HB1159,Relating To Commercial Harbors.,2025-01-23,Committee Referral
1933726,HB1159,Relating To Commercial Harbors.,2025-02-04,Committee Report Pass
1933726,HB1159,Relating To Commercial Harbors.,2025-02-04,Committee Referral
1933726,HB1159,Relating To Commercial Harbors.,2025-02-12,Committee Report Pass
1933726,HB1159,Relating To Commercial Harbors.,2025-02-12,Committee Referral
1933726,HB1159,Relating To Commercial Harbors.,2025-02-28,Committee Report Pass
1933726,HB1159,Relating To Commercial Harbors.,2025-03-04,Engrossed
1933726,HB1159,Relating To Commercial Harbors.,2025-03-06,Committee Referral
1933726,HB1159,Relating To Commercial Harbors.,2025-03-21,Committee Report Pass
1933726,HB1159,Relating To Commercial Harbors.,2025-03-21,Committee Referral
1933726,HB1159,Relating To Commercial Harbors.,2025-04-04,Committee Report Pass
1933726,HB1159,Relating To Commercial Harbors.,2025-04-17,Committee Referral
1933726,HB1159,Relating To Commercial Harbors.,2025-04-25,Committee Report Pass
1933726,HB1159,Relating To Commercial Harbors.,2025-04-25,Committee Report Pass
1933726,HB1159,Relating To Commercial Harbors.,2025-05-01,Enrolled
1933726,HB1159,Relating To Commercial Harbors.,2025-06-25,Chapter/Act/Statute
1933726,HB1159,Relating To Commercial Harbors.,2025-06-25,Passed
1918419,HB116,Relating To Tax Haven Abuse.,2025-01-16,Introduced
1918419,HB116,Relating To Tax Haven Abuse.,2025-01-21,Committee Referral
1933429,HB1160,Relating To Pupil Transportation Safety.,2025-01-23,Introduced
1933429,HB1160,Relating To Pupil Transportation Safety.,2025-01-23,Committee Referral
1933517,HB1161,Relating To Transportation.,2025-01-23,Introduced
1933517,HB1161,Relating To Transportation.,2025-01-23,Committee Referral
1933517,HB1161,Relating To Transportation.,2025-02-04,Committee Report Pass
1933517,HB1161,Relating To Transportation.,2025-02-04,Committee Referral
1933517,HB1161,Relating To Transportation.,2025-02-13,Committee Report Pass
1933517,HB1161,Relating To Transportation.,2025-02-13,Committee Referral
1933517,HB1161,Relating To Transportation.,2025-02-28,Committee Report Pass
1933517,HB1161,Relating To Transportation.,2025-02-28,Engrossed
1933517,HB1161,Relating To Transportation.,2025-03-04,Committee Referral
1933517,HB1161,Relating To Transportation.,2025-03-21,Committee Report Pass
1933517,HB1161,Relating To Transportation.,2025-03-21,Committee Referral
1933517,HB1161,Relating To Transportation.,2025-04-04,Committee Report Pass
1933751,HB1162,Relating To Motorcycle Instruction Permits.,2025-01-23,Introduced
1933751,HB1162,Relating To Motorcycle Instruction Permits.,2025-01-23,Committee Referral
1933751,HB1162,Relating To Motorcycle Instruction Permits.,2025-02-13,Committee Report Pass
1933751,HB1162,Relating To Motorcycle Instruction Permits.,2025-02-13,Committee Referral
1933751,HB1162,Relating To Motorcycle Instruction Permits.,2025-02-28,Committee Report Pass
1933751,HB1162,Relating To Motorcycle Instruction Permits.,2025-03-04,Engrossed
