bill_id,bill_number,title,description,state,subject,companion,relevant,session,filename,status,status_date,source,chat,url_final_text,url_initial_text
1936500,HB1262,Relating To The Emergency And Budget Reserve Fund.,"Adds, as an allowable use of the Emergency and Budget Reserve Fund, economic payments to certain residents who have incurred losses in a disaster for which the Governor has declared a state of emergency.",HI,"Emergency and Budget Reserve Fund, Economic Payments, Disaster, State of Emergency",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1262.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1262&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1262_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1262_.HTM
1936579,HB1263,Relating To Corrections.,Establishes a Rehabilitation and Re-entry Services Task Force. Requires reports to the Legislature. Appropriates funds. Effective 7/1/3000. (HD1),HI,"Rehabilitation and Re-entry Services Task Force, Appropriation, Reports ($)",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1263.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1263&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1263_HD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1263_.HTM
1936609,HB1264,Relating To Waste Management.,Establishes an Extended Producer Responsibility Program. Requires certain producers of fast-moving consumer goods to register with the Department of Health and pay an annual fee based on the amount of packaging volume the covered producer places on the market each calendar year. Provides for the deposit of fees into an Extended Producer Responsibility Special Fund. Provides for the expenditure of moneys from the Extended Producer Responsibility Special Fund for the creation of a countywide needs assessment of resources needed to reduce the volume of packaging waste sent to landfills or power plants that burn municipal solid waste as a fuel by fifty per cent and eighty per cent by a date to be determined by rule. Appropriates funds. Sunsets 7/1/2032.,HI,"Department of Health, Counties, Extended Producer Responsibility, Waste Reduction, Packaging, Fast-Moving Consumer Goods, Extended Producer Responsibility Special Fund, Appropriation ($)",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1264.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1264&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1264_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1264_.HTM
1936617,HB1265,Relating To Tax Credits.,Establishes a Recycled or Waste Inputs Tax Credit. Applies to taxable years beginning after 12/31/25.,HI,,,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1265.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1265&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1265_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1265_.HTM
1936574,HB1266,Relating To Short-term Vacation Rentals.,"Establishes the Hawaii Community Housing and Rental Oversight Agency within the Department of Commerce and Consumer Affairs to establish and oversee a process for receiving and addressing complaints relating to short-term vacation rentals, in coordination with the county planning departments. Establishes penalties for noncompliance. Prohibits persons with interests in short-term vacation rentals from serving on governing boards of planned communities and condominiums. Appropriates moneys.",HI,"Short-Term Vacation Rentals, Enforcement Agency, Establishment, DCCA, Counties, Penalties, Condominiums, Community Associations, Appropriations ($)",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1266.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1266&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1266_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1266_.HTM
1936595,HB1267,Relating To Taxation.,Requires the Department of Taxation to establish a pilot program that would grant participating landlords a certain general excise tax exemption for each unit they rent to a long-term tenant with a pet. Requires the Department of Taxation to submit reports to the Legislature.,HI,"Pets, Tenant, Residential Landlord, Pilot Program, General Excise Tax Exemption, Department of Taxation",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1267.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1267&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1267_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1267_.HTM
1936607,HB1268,Relating To Family Leave.,Allows family leave to also apply to an employee's domestic partner or the child of an employee's domestic partner.,HI,"Family Leave, Employer, Domestic Partner, Employee, Child",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1268.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1268&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1268_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1268_.HTM
1936463,HB1269,Relating To Trail Accessibility.,Establishes the Accessible Wilderness and State Parks Trails Program within the Division of State Parks of the Department of Land and Natural Resources. Establishes the Accessible Wilderness and State Parks Trails Program Special Fund. Requires reports to the Legislature. Appropriates funds.,HI,"DLNR, Division of State Parks, Accessible Wilderness and State Parks Trails Program, Accessible Wilderness and State Parks Trails Program Special Fund, Trail Accessibility, Americans with Disabilities Act, Reports, Appropriations ($)",SB415,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1269.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1269&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1269_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1269_.HTM
1918246,HB127,Relating To Pretrial Release.,Requires bail to be set in an amount that the defendant can afford based on certain factors. Effective 7/1/3000. (SD1),HI,"Pretrial Release, Bail",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB127.json,Engrossed,2025-03-04,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=127&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB127_SD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB127_.HTM
1936602,HB1270,Relating To Accessibility.,"Beginning 7/1/26, requires any public or private entity that operates a public lot, including a business lot, that provides more than 25 parking spaces to increase the number of federally mandated parking spaces reserved for persons with disabilities by a minimum of one or fifty per cent, whichever is greater.",HI,"Parking, Persons with Disabilities",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1270.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1270&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1270_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1270_.HTM
1936498,HB1271,Relating To Capital Improvement Projects For The Benefit Of The Eleventh Representative District.,Appropriates funds for capital improvement projects in the eleventh representative district.,HI,"CIP, Eleventh Representative District, Appropriation ($)",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1271.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1271&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1271_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1271_.HTM
1936586,HB1272,Relating To A Hawaii Teacher Registered Apprenticeship Program.,"Establishes the Hawaii Registered Teacher Apprenticeship Program, to be administered by the Hawaii Teacher Standards Board. Appropriates funds.",HI,"Hawaii Teacher Standards Board, Hawaii Teacher Registered Apprenticeship Program, Appropriation ($)",SB1566,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1272.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1272&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1272_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1272_.HTM
1936600,HB1273,Relating To Taxation Of Real Estate Investment Trusts.,Disallows the dividends-paid deduction for real estate investment trusts. Applies to taxable years beginning after 12/31/2025.,HI,"Taxation, Real Estate Investment Trusts, Dividends Paid Deduction",SB592,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1273.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1273&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1273_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1273_.HTM
1936523,HB1274,Relating To The State Auditor.,"Requires the State Auditor to conduct management and financial audits of Medicaid health care insurance contractors at least once every two years, with the first audit report to be submitted no later than twenty days prior to the Regular Session of 2027. Appropriates funds.",HI,"Medicaid, Managed Care Organizations, Medicaid Health Care Insurance Contracts, Auditor, Management and Financial Audits, Appropriation ($)",SB1180,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1274.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1274&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1274_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1274_.HTM
1936559,HB1275,Relating To Health.,"Establishes a schedule of late fees to be added to the original unpaid claim amount if a health insurer, mutual benefit society, or health maintenance organization fails to pay a provider within the required time.",HI,"Health Insurers, Mutual Benefit Societies, Health Maintenance Organizations, Delayed Claims, Late Fees",SB1282,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1275.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1275&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1275_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1275_.HTM
1936484,HB1276,Relating To Stream Maintenance.,Establishes a two-year stream maintenance pilot program to be implemented by the City and County of Honolulu Department of Facility Maintenance. Appropriates funds.,HI,"Honolulu, Stream Maintenance Pilot Program, Appropriation ($)",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1276.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1276&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1276_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1276_.HTM
1936557,HB1277,Relating To Digital Financial Asset.,"Imposes a daily maximum of $1,000 on transactions through a digital financial asset transaction kiosk. Effective 7/1/3000. (HD2)",HI,"Digital Financial Asset Transaction Kiosk, Daily Maximum, Cryptocurrency",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1277.json,Engrossed,2025-03-04,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1277&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1277_HD2_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1277_.HTM
1936588,HB1278,Relating To Hazardous Tree Removal.,Appropriates funds for the assessment and removal of hazardous trees on state lands across Hawaii. Effective 7/1/3000. (HD2),HI,"Hazardous Trees, Assessment, Removal, Appropriation ($)",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1278.json,Engrossed,2025-03-04,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1278&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1278_HD2_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1278_.HTM
1936555,HB1279,Relating To Health.,Establish a medical education liaison position within the University of Hawaii John A. Burns School of Medicine to support programs that utilize a team of medical specialists to support primary care providers and other health care professionals through mentorship and guidance. Appropriates funds.,HI,"University of Hawaii John A. Burns School of Medicine, Medical Education, Liaison, Established, Appropriation ($)",SB1107,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1279.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1279&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1279_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1279_.HTM
1917729,HB128,Relating To Criminal Justice Reform.,"Establishes factors under which officers may, without warrant, arrest and detain persons for petty misdemeanors and violations. Requires officers to record the factors that justified the warrantless arrest. (HD1)",HI,"Arrests, Warrantless, Citations",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB128.json,Engrossed,2025-03-04,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=128&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB128_HD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB128_.HTM
1936509,HB1280,Relating To Electric Vehicles.,"Requires the State Fire Marshal to convene an electric vehicle fires working group to examine the impact of electric vehicle fires in residential, commercial, and business properties that have confined parking structures.",HI,"State Fire Marshal, Electric Vehicle Fires Working Group",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1280.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1280&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1280_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1280_.HTM
1936482,HB1281,Relating To Capital Improvement Projects For The Benefit Of The Thirty-sixth Representative District.,Appropriates funds for capital improvement projects in the thirty-sixth representative district.,HI,"CIP, Thirty-sixth Representative District, Appropriation ($)",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1281.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1281&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1281_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1281_.HTM
1936571,HB1282,Relating To Certified Caregivers.,Lowers the minimum age for certified caregivers for adult foster homes from twenty-one to eighteen. Effective 7/1/3000. (HD1),HI,"Adult Foster Homes, Certified Caregiver, Minimum Age",SB1059,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1282.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1282&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1282_HD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1282_.HTM
1936551,HB1283,Relating To Family.,Establishes an exemption from mediation in paternity proceedings where there are allegations of domestic abuse. Clarifies the exemption from mediation in divorce proceedings as it relates to domestic abuse. Effective 7/1/3000. (HD2),HI,"Paternity Proceedings, Divorce Proceedings, Domestic Abuse, Mediation",SB1520,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1283.json,Engrossed,2025-03-04,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1283&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1283_HD2_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1283_.HTM
1936485,HB1284,Relating To Pesticides.,Requires quarterly rather than annual reporting of all use of restricted use pesticides. Amends the contents of reports to include specific geospatial data and information and increased detail on the amount of restricted use pesticides used. Requires the Department of Agriculture to develop an online reporting tool for restricted use pesticides.,HI,"DOA, Pesticides, Restricted Use, Geospatial Data, Reports, Online Reporting Tool",SB351,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1284.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1284&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1284_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1284_.HTM
1936531,HB1285,Relating To Pesticides.,Requires the Department of Agriculture to use consistent units of measurement in its summary to the public on the amounts of restricted use pesticides used. Establishes a one-half mile buffer zone for pesticides around schools and state and county public parks.,HI,"DOA, Pesticides, Buffer Zones, Restricted Use Pesticides, Consistent Unit of Measurement",SB352,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1285.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1285&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1285_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1285_.HTM
1936477,HB1286,Relating To Pedestrian Safety.,"Prohibits pedestrians from walking along the roadway of an interstate highway, an auxiliary interstate highway, or certain state highways except while conducting authorized first responder duties or highway maintenance duties. Effective 7/1/3000. (HD1)",HI,"Interstate Highways, Auxiliary Interstate Highways, State Highways, Pedestrians, Prohibition",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1286.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1286&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1286_HD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1286_.HTM
1936530,HB1287,Relating To Capital Improvement Projects For The Benefit Of The Thirty-fourth Representative District.,Appropriates funds for capital improvement projects in the thirty-fourth representative district.,HI,"CIP, Thirty-fourth Representative District, Appropriation ($)",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1287.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1287&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1287_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1287_.HTM
1936488,HB1288,Relating To Rare Diseases.,Establishes a Rare Disease Advisory Council within the Department of Health to advise the State on the needs of rare disease patients.,HI,"Rare Disease Advisory Council, Establishment, DOH, Rare Disease Patients",SB1497,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1288.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1288&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1288_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1288_.HTM
1936471,HB1289,Relating To Health.,"Requires electronic smoking device and e-liquid manufacturers to submit certifications with the Department of Taxation annually, stating that the manufacturer's products comply with federal regulations. Requires the Department of Taxation to maintain a directory of manufacturers of electronic smoking devices and e-liquids whose certifications the Department approved. Imposes penalties.",HI,"Department of Taxation, Cigarette and Tobacco Tax, Electronic Smoking Devices, E-Liquids, Directory, Penalties",SB1525,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1289.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1289&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1289_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1289_.HTM
1917918,HB129,Relating To Youth Fees And Fines.,"Prohibits the assessment of any fees, fines, or court costs against a person who was adjudicated for an offense committed during the person's minority, or against the person's parent or guardian, and discharges all related debt obligations assessed before the effective date of the Act. Limits court-ordered community service for a minor to no more than seventy-two hours. Repeals certain penalties imposed on parents, guardians, or other persons associated with unaccompanied children in streets and unmarried minors in dance halls. Effective 7/1/3000. (HD2)",HI,"Juvenile Justice, Minors, Fines, Penalties, Prohibited, Community Service, Fees, Court Costs",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB129.json,Introduced,2025-01-16,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=129&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB129_HD2_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB129_.HTM
1936492,HB1290,Relating To Labor.,Establishes a Portable Benefits Program under the administration of a board of trustees to provide portable benefits to gig workers. Expands the Hawaii Retirement Savings Program to gig workers. Appropriates funds.,HI,"Labor, Portable Benefits, Gig Workers, Independent Contractors, DLIR, Appropriation ($)",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1290.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1290&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1290_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1290_.HTM
1936578,HB1291,Relating To Agriculture.,"Expands the offense of false labeling of Hawaii-grown coffee to include roasted coffee. Imposes a mandatory minimum fine of $7,500 for each separate offense of false labeling of Hawaii-grown coffee. (CD1)",HI,"Roasted Coffee, False Labeling, Hawaii-Grown Coffee, Fines",SB1276,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1291.json,Passed,2025-05-29,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1291&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1291_CD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1291_.HTM
1936549,HB1292,Relating To Governmental Efficiency.,"Authorizes Executive and Administrative Departments and Agencies to enter into intergovernmental and partnership agreements with private sector entities, nonprofit organizations, and other governmental bodies. Requires annual report to the Legislature.",HI,"Intergovernmental Agreements, Partnerships, Executive and Administrative Departments and Agencies, Authorization, Report",SB1234,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1292.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1292&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1292_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1292_.HTM
1936521,HB1293,Relating To Department Of Education Procurement.,"Exempts Department of Education purchases of local edible produce and packaged food products less than $250,000 from the electronic procurement system requirement. Requires at least three written quotes for Department of Education purchases of local edible produce and packaged food products of less than $250,000. Sunsets 6/30/2028. (CD1)",HI,"Procurement, Small Purchases, Local Produce and Packaged Food Products, DOE, Written Quotes",SB1548,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1293.json,Passed,2025-05-30,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1293&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1293_CD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1293_.HTM
1936468,HB1294,Relating To Agricultural Workforce Housing.,Establishes an Agricultural Workforce Housing Working Group within the Department of Agriculture to address the shortage and challenges of agricultural workforce housing in the State. Requires reports to the Legislature. Appropriates funds. Effective 7/1/2050. (SD1),HI,"DOA, Agricultural Workforce Housing Working Group, Report, Appropriations ($)",SB498,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1294.json,Engrossed,2025-03-04,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1294&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1294_SD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1294_.HTM
1936496,HB1295,Relating To Clean Energy.,"Requires all state and county agencies to utilize applicable federal clean energy tax credits, pursuant to the Inflation Reduction Act of 2022, for the purchase and financing of capital improvement projects that use clean energy technology and zero-emission vehicles. Effective 7/1/2050. (SD1)",HI,"Clean Energy, State and county agencies, Renewable Energy Projects, Zero-Emission Vehicles, Inflation Reduction Act of 2022",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1295.json,Engrossed,2025-03-04,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1295&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1295_SD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1295_.HTM
1936613,HB1296,Relating To The Major Disaster Fund.,Establishes timely notice and reporting requirements to the Legislature by the Governor regarding the transfer of appropriations to the Major Disaster Fund. Effective 7/1/2025. Sunsets 7/1/2026. (CD1),HI,"Governor, Major Disaster Fund, Notice Requirement, Reporting Requirement",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1296.json,Vetoed,2025-07-03,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1296&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1296_CD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1296_.HTM
1936575,HB1297,Relating To Procurement.,Sets a time limit for submitting bid protests. Makes the seventy-five-day limit for issuing a written decision on protests apply to any contract awarded by competitive sealed bid or competitive sealed proposal. Caps the protest bond amount. Effective 7/1/3000. (SD1),HI,"Procurement Code, Protests, Bonds",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1297.json,Engrossed,2025-03-04,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1297&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1297_SD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1297_.HTM
1936591,HB1298,Relating To Housing.,"Establishes a Government Employee Housing Program within HHFDC, to be financed by the Dwelling Unit Revolving Fund. Appropriates funds for the program. (CD1)",HI,"Government Employee Housing, Affordable Rental Housing, HHFDC, Appropriations ($), Dwelling Unit Revolving Fund",SB1235,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1298.json,Passed,2025-06-03,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1298&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1298_CD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1298_.HTM
1936561,HB1299,Relating To The Works Of Art Special Fund.,Specifies that the works of art special fund's one per cent transfer requirement shall apply only to capital improvement appropriations for the original construction of state buildings. Amends the authority for funds from the works of art special fund to be used only for costs related to the acquisition of works of art. Appropriates funds.,HI,"Works of Art Special Fund, State Foundation on Culture and the Arts, Capital Improvement Appropriations, Arts in Public Places Program, Relocatable Works of Arts Program, Performing Arts, School Arts Program, Appropriation ($)",SB1236,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB1299.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1299&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1299_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB1299_.HTM
1909952,HB13,Relating To Workers' Compensation.,"Establishes notice requirements for employers under Hawaii's Workers' Compensation Law. Requires employers who deny the compensability of an employee's injury to submit a written report supporting the denial to the Director of Labor and Industrial Relations within a specified period. Requires employers to furnish to the injured employee up to $10,000 for medical care, services, and supplies for the period immediately following the injury and so long as reasonably needed or until the employer files a written report with the Director denying the compensability of the injury, whichever is earlier. Clarifies that failure to give an employer notice of an employee's injury does not bar a claim for compensation if any person having authority in the interest of the employer had knowledge of the injury.",HI,"Workers' Compensation, Disability Benefits, Death Benefits, Notice by Employer, Medical Benefits, Knowledge of Injury",SB402,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\HB13.json,Introduced,2025-01-16,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=13&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB13_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/HB13_.HTM
